GENDER,MARITAL_STATUS,CITY,HAVE_CHILDREN,AGE_GROUP,CLUSTERS,CHURNED,SALES
Female,Undisclosed,New York City,Undisclosed,Adults,1,0,1972.75
Undisclosed,Single,New York City,No,Seniors,1,0,2708.0
Female,Married,Seattle,Yes,Middle-Aged Adults,2,0,2766.25
Female,Divorced/Seperated,San Mateo,Yes,Middle-Aged Adults,2,0,1299.25
Female,Married,San Mateo,No,Seniors,2,0,1532.75
Male,Single,Boston,No,Adults,1,0,2294.25
Male,Married,Seattle,Yes,Adults,0,0,1924.0
Female,Single,Seattle,No,Adults,1,1,2185.0
Male,Married,New York City,No,Seniors,0,0,1846.5
Male,Married,Boston,Yes,Seniors,0,1,2552.25
Male,Married,Seattle,Yes,Adults,0,0,2425.75
Female,Single,Denver,No,Adults,1,0,2952.0
Female,Divorced/Seperated,Seattle,Yes,Adults,0,0,1726.5
Female,Married,Denver,Yes,Adults,0,0,2539.75
Female,Divorced/Seperated,Seattle,Yes,Adults,0,0,1857.75
Female,Married,New York City,Yes,Adults,0,0,2059.5
Undisclosed,Single,Seattle,No,Adults,1,0,1766.5
Male,Married,Boston,Yes,Middle-Aged Adults,0,0,2066.75
Male,Single,New York City,No,Middle-Aged Adults,3,0,1880.0
Male,Undisclosed,Denver,Undisclosed,Seniors,0,0,1940.75
Male,Married,Boston,Yes,Adults,0,0,1619.25
Female,Married,Denver,Yes,Adults,0,0,2342.5
Female,Single,Seattle,No,Adults,1,0,2723.0
Male,Single,San Mateo,No,Seniors,3,0,2158.75
Male,Married,Seattle,No,Adults,0,1,2575.25
Female,Married,Boston,Yes,Middle-Aged Adults,2,0,2055.75
Female,Undisclosed,Seattle,Undisclosed,Seniors,1,0,2160.5
Female,Married,New York City,Yes,Adults,0,0,1826.25
Female,Married,New York City,Yes,Adults,0,0,2073.5
Female,Married,Seattle,Yes,Adults,0,0,2362.5
Undisclosed,Married,Denver,No,Middle-Aged Adults,0,0,2979.25
Female,Undisclosed,San Mateo,Undisclosed,Middle-Aged Adults,2,1,1766.75
Female,Undisclosed,New York City,Undisclosed,Adults,1,0,1851.0
Female,Divorced/Seperated,New York City,No,Middle-Aged Adults,1,0,1505.0
Undisclosed,Single,Seattle,No,Middle-Aged Adults,3,1,2412.75
Male,Undisclosed,New York City,Undisclosed,Middle-Aged Adults,3,0,2453.75
Female,Married,Boston,Yes,Adults,0,0,1732.5
Female,Single,Denver,No,Seniors,1,1,2510.0
Male,Divorced/Seperated,New York City,Yes,Seniors,0,0,2047.5
Male,Undisclosed,New York City,Undisclosed,Middle-Aged Adults,3,1,1755.25
Female,Married,San Mateo,Yes,Seniors,2,0,1366.0
Female,Married,San Mateo,Yes,Adults,2,1,1444.5
Female,Single,Seattle,No,Middle-Aged Adults,3,0,1852.5
Female,Undisclosed,Seattle,Undisclosed,Adults,1,0,1981.0
Female,Married,Seattle,Yes,Adults,0,0,2316.25
Undisclosed,Married,San Mateo,Yes,Middle-Aged Adults,2,1,1128.75
Male,Married,San Mateo,Yes,Seniors,0,0,1483.25
Female,Single,Boston,No,Adults,1,0,2173.5
Female,Single,San Mateo,Yes,Adults,1,1,1604.5
Male,Undisclosed,San Mateo,Undisclosed,Middle-Aged Adults,2,1,1193.5
Female,Married,New York City,Yes,Middle-Aged Adults,2,1,2305.5
Male,Married,New York City,Yes,Adults,0,0,2591.0
Undisclosed,Single,Boston,Yes,Seniors,0,1,2073.0
Female,Single,Seattle,No,Middle-Aged Adults,3,0,1522.75
Male,Married,Seattle,Yes,Middle-Aged Adults,0,0,2442.0
Male,Single,Boston,No,Middle-Aged Adults,3,1,2367.75
Male,Single,Seattle,No,Middle-Aged Adults,3,1,2759.5
Female,Undisclosed,New York City,Undisclosed,Seniors,1,1,1421.0
Male,Single,Boston,Yes,Seniors,0,1,1618.0
Female,Married,Boston,Yes,Adults,0,1,1963.5
Male,Married,Seattle,Yes,Adults,0,0,2221.0
Male,Undisclosed,Boston,Undisclosed,Adults,0,0,1992.75
Female,Divorced/Seperated,Denver,No,Adults,1,1,2295.0
Female,Undisclosed,Denver,Undisclosed,Adults,0,0,2328.25
Undisclosed,Married,New York City,Yes,Middle-Aged Adults,2,0,2198.75
Male,Married,Denver,Yes,Adults,0,1,2673.25
Male,Married,Denver,Yes,Middle-Aged Adults,0,1,2018.75
Female,Married,Seattle,Yes,Seniors,2,1,1824.5
Female,Married,Denver,Yes,Middle-Aged Adults,2,0,2213.75
Female,Married,San Mateo,Yes,Middle-Aged Adults,2,0,1569.5
Male,Married,Denver,Yes,Middle-Aged Adults,0,0,2910.0
Female,Single,New York City,No,Adults,1,0,1702.75
Female,Divorced/Seperated,San Mateo,Yes,Adults,2,0,1775.5
Male,Married,Denver,No,Middle-Aged Adults,0,0,1920.25
Female,Undisclosed,Seattle,Undisclosed,Adults,1,1,2249.5
Female,Single,Boston,Yes,Seniors,1,0,2029.0
Male,Married,Denver,Yes,Adults,0,0,2920.0
Male,Married,New York City,Yes,Adults,0,0,1821.75
Male,Married,New York City,Yes,Adults,0,0,2206.25
Female,Married,San Mateo,Yes,Adults,2,0,1140.0
Undisclosed,Married,Denver,No,Adults,0,0,2161.75
Male,Divorced/Seperated,Seattle,Yes,Middle-Aged Adults,3,0,2767.25
Female,Married,Denver,Yes,Middle-Aged Adults,2,0,2567.75
Male,Married,New York City,Yes,Adults,0,0,2138.5
Female,Single,New York City,No,Middle-Aged Adults,1,0,2802.75
Female,Married,New York City,Yes,Middle-Aged Adults,2,1,2458.25
Female,Married,Seattle,Yes,Seniors,2,0,2258.5
Female,Single,Boston,No,Adults,1,0,1969.75
Female,Divorced/Seperated,Boston,Yes,Seniors,2,0,2013.25
Undisclosed,Single,Denver,No,Middle-Aged Adults,3,0,2653.0
Female,Married,San Mateo,Yes,Adults,2,1,974.75
Female,Single,Boston,No,Adults,1,0,1726.0
Male,Single,Boston,Yes,Seniors,0,0,1438.25
Male,Divorced/Seperated,Seattle,Yes,Adults,0,0,2080.25
Male,Single,Denver,No,Middle-Aged Adults,3,0,2328.5
Female,Single,San Mateo,No,Middle-Aged Adults,1,0,1214.5
Male,Married,San Mateo,Yes,Adults,0,1,1436.0
Female,Divorced/Seperated,San Mateo,Yes,Adults,2,1,1864.25
Female,Single,San Mateo,No,Seniors,1,0,1177.75
Male,Single,Seattle,No,Seniors,3,0,2326.5
Female,Married,New York City,Yes,Seniors,2,0,2307.75
Male,Single,Denver,Yes,Middle-Aged Adults,0,0,2642.75
Female,Married,San Mateo,Yes,Middle-Aged Adults,2,1,914.0
Undisclosed,Single,San Mateo,No,Middle-Aged Adults,3,0,1551.5
Male,Divorced/Seperated,Boston,Yes,Adults,0,0,2342.25
Female,Divorced/Seperated,Seattle,Yes,Middle-Aged Adults,2,0,2483.5
Female,Married,Seattle,Yes,Adults,0,1,1901.0
Undisclosed,Single,Denver,No,Adults,1,0,2486.0
Female,Single,Boston,No,Seniors,1,0,2589.75
Female,Married,Denver,Yes,Adults,0,0,2412.0
Female,Divorced/Seperated,New York City,Yes,Adults,1,0,1735.75
Male,Single,Denver,No,Middle-Aged Adults,3,1,2873.5
Male,Married,Boston,Yes,Adults,0,1,1920.0
Male,Divorced/Seperated,Boston,Yes,Adults,0,0,2191.75
Male,Divorced/Seperated,Denver,Yes,Adults,0,0,2317.5
Undisclosed,Undisclosed,New York City,Undisclosed,Middle-Aged Adults,1,0,1365.5
Male,Undisclosed,Denver,Undisclosed,Adults,0,0,3206.0
Male,Married,San Mateo,No,Seniors,0,1,2079.0
Undisclosed,Married,San Mateo,Yes,Adults,0,0,1662.75
Female,Married,New York City,Yes,Adults,0,1,1795.5
Male,Married,Denver,Yes,Adults,0,1,2767.0
Female,Married,Seattle,No,Middle-Aged Adults,2,0,2211.5
Female,Single,Boston,No,Adults,1,1,2325.25
Male,Married,New York City,Yes,Middle-Aged Adults,0,1,2417.25
Female,Single,Boston,No,Seniors,1,0,2294.75
Male,Single,San Mateo,No,Middle-Aged Adults,3,1,1330.0
Male,Married,New York City,Yes,Adults,0,0,1816.0
Male,Single,Denver,No,Middle-Aged Adults,3,0,1832.0
Undisclosed,Married,Seattle,Yes,Adults,0,0,1902.5
Female,Single,New York City,No,Adults,1,0,2217.5
Female,Married,Seattle,Yes,Adults,0,0,2289.0
Male,Single,San Mateo,No,Middle-Aged Adults,3,0,1085.0
Female,Single,San Mateo,No,Adults,1,1,1211.5
Female,Single,San Mateo,No,Adults,1,0,1472.5
Undisclosed,Married,Boston,Yes,Adults,0,0,1926.5
Female,Married,Boston,Yes,Adults,0,1,1658.5
Female,Married,New York City,Yes,Adults,0,0,2391.0
Female,Single,Boston,Yes,Adults,1,0,1946.5
Female,Undisclosed,Seattle,Undisclosed,Adults,1,0,2118.0
Female,Married,Boston,Yes,Middle-Aged Adults,2,0,2051.5
Male,Married,Denver,Yes,Middle-Aged Adults,0,0,2306.0
Female,Single,New York City,No,Middle-Aged Adults,1,0,2368.25
Female,Single,Boston,No,Seniors,1,0,2468.25
Female,Single,Boston,No,Adults,1,0,1689.5
Male,Married,Boston,Yes,Adults,0,0,2098.0
Male,Married,Seattle,No,Seniors,3,0,2473.0
Male,Divorced/Seperated,Denver,Yes,Middle-Aged Adults,0,0,2518.0
Female,Single,San Mateo,No,Middle-Aged Adults,1,1,1141.0
Female,Single,New York City,No,Adults,1,0,1977.0
Undisclosed,Married,Seattle,Yes,Adults,0,0,1997.25
Male,Single,Boston,No,Adults,1,0,2038.5
Female,Divorced/Seperated,San Mateo,Yes,Adults,2,0,1015.5
Male,Single,New York City,Yes,Adults,0,1,2464.75
Female,Undisclosed,New York City,Undisclosed,Middle-Aged Adults,1,1,1508.5
Female,Married,Denver,Yes,Adults,0,1,2511.0
Female,Undisclosed,Denver,Undisclosed,Middle-Aged Adults,2,0,2294.0
Female,Married,New York City,Yes,Adults,0,1,2239.0
Female,Single,Denver,No,Seniors,1,0,2321.0
Male,Single,New York City,No,Middle-Aged Adults,3,0,2520.5
Female,Married,New York City,Yes,Middle-Aged Adults,2,0,2127.5
Male,Married,Boston,Yes,Middle-Aged Adults,0,1,2016.0
Male,Married,Seattle,Yes,Middle-Aged Adults,0,1,2341.25
Male,Divorced/Seperated,New York City,Yes,Adults,0,0,2014.25
Female,Single,Boston,No,Adults,1,0,2581.25
Male,Single,Seattle,No,Adults,3,0,2471.25
Male,Divorced/Seperated,San Mateo,Yes,Adults,0,0,1288.25
Male,Married,Boston,Yes,Middle-Aged Adults,0,1,1456.0
Male,Married,Denver,Yes,Adults,0,1,2026.5
Undisclosed,Single,Boston,No,Adults,1,1,1743.0
Undisclosed,Married,Denver,Yes,Adults,0,0,2357.75
Female,Divorced/Seperated,Seattle,No,Seniors,1,0,2660.0
Female,Single,San Mateo,No,Middle-Aged Adults,1,0,1285.5
Female,Married,San Mateo,Yes,Middle-Aged Adults,2,0,1688.25
Male,Divorced/Seperated,San Mateo,Yes,Middle-Aged Adults,2,0,1593.0
Undisclosed,Single,New York City,No,Middle-Aged Adults,1,0,2084.25
Male,Undisclosed,San Mateo,Undisclosed,Adults,0,1,1553.0
Female,Divorced/Seperated,Seattle,Yes,Seniors,2,0,2378.75
Female,Single,Boston,No,Adults,1,0,1971.0
Undisclosed,Single,Denver,No,Adults,1,0,2463.0
Male,Single,Denver,No,Seniors,3,0,2732.75
Male,Single,New York City,No,Middle-Aged Adults,3,0,2169.0
Female,Single,New York City,No,Seniors,1,0,2361.0
Male,Divorced/Seperated,Boston,Yes,Middle-Aged Adults,0,0,2314.0
Female,Married,Boston,Yes,Adults,0,1,1629.75
Undisclosed,Single,San Mateo,No,Middle-Aged Adults,3,1,1594.0
Female,Married,Denver,Yes,Adults,0,0,1848.5
Male,Single,Seattle,No,Adults,3,0,1734.0
Undisclosed,Married,Seattle,Yes,Adults,0,0,1788.0
Female,Single,Denver,No,Adults,1,0,2447.5
Female,Married,Seattle,Yes,Adults,0,0,2104.75
Male,Single,San Mateo,No,Adults,1,1,1669.5
Male,Married,Boston,Yes,Seniors,0,0,2909.0
Female,Single,San Mateo,No,Adults,1,1,1515.5
Female,Married,Boston,Yes,Middle-Aged Adults,2,1,2283.75
Female,Divorced/Seperated,New York City,Yes,Adults,1,0,2119.5
Male,Single,New York City,No,Middle-Aged Adults,3,0,2604.5
Female,Married,Seattle,Yes,Adults,0,0,2455.0
Female,Married,Denver,Yes,Adults,0,0,2612.5
Male,Single,New York City,No,Adults,1,0,2341.25
Undisclosed,Married,San Mateo,Yes,Middle-Aged Adults,2,0,1366.5
Undisclosed,Single,New York City,No,Adults,1,0,2391.25
Female,Divorced/Seperated,Seattle,Yes,Adults,0,0,1750.25
Undisclosed,Single,Seattle,Yes,Middle-Aged Adults,3,0,2600.0
Male,Single,Boston,No,Adults,1,1,2140.0
Female,Undisclosed,New York City,Undisclosed,Adults,1,0,2149.5
Male,Single,San Mateo,No,Adults,1,0,1753.0
Male,Single,Seattle,No,Middle-Aged Adults,3,0,2692.25
Female,Married,San Mateo,Yes,Middle-Aged Adults,2,1,1655.5
Undisclosed,Single,Seattle,No,Adults,1,0,2499.75
Female,Single,San Mateo,No,Adults,1,1,1209.0
Male,Married,Boston,Yes,Middle-Aged Adults,0,1,1461.25
Female,Married,New York City,Yes,Seniors,2,1,2167.5
Female,Undisclosed,Boston,Undisclosed,Seniors,1,0,1886.75
Female,Married,Seattle,Yes,Adults,0,0,2725.5
Female,Divorced/Seperated,New York City,No,Seniors,1,0,1997.5
Male,Single,Boston,No,Adults,1,1,2193.75
Female,Single,Seattle,No,Middle-Aged Adults,3,0,2495.5
Male,Married,San Mateo,Yes,Adults,0,0,1133.5
Male,Divorced/Seperated,Boston,No,Adults,0,1,1767.5
Male,Single,Denver,No,Middle-Aged Adults,3,0,2056.75
Male,Married,New York City,No,Adults,0,0,2869.5
Female,Single,San Mateo,No,Middle-Aged Adults,1,0,1647.0
Male,Married,San Mateo,Yes,Adults,0,0,1375.0
Female,Married,San Mateo,Yes,Adults,2,0,1298.0
Female,Divorced/Seperated,Seattle,No,Seniors,1,1,2023.5
Female,Married,Seattle,Yes,Adults,0,0,2952.0
Female,Single,New York City,No,Middle-Aged Adults,1,0,2050.5
Female,Married,New York City,Yes,Middle-Aged Adults,2,0,1725.0
Female,Single,Boston,No,Seniors,1,0,1835.0
Male,Married,Boston,Yes,Adults,0,1,1824.0
Male,Single,Boston,No,Adults,1,0,2194.0
Female,Single,San Mateo,No,Adults,1,1,1518.0
Undisclosed,Married,Boston,Yes,Middle-Aged Adults,2,0,1701.0
Female,Married,New York City,Yes,Seniors,2,1,1819.0
Male,Married,Denver,No,Adults,0,0,2222.0
Male,Single,Boston,No,Middle-Aged Adults,3,0,2550.0
Female,Single,Seattle,No,Middle-Aged Adults,3,0,2170.5
Undisclosed,Married,Denver,Yes,Middle-Aged Adults,0,0,2389.0
Male,Single,Denver,Yes,Adults,0,0,2634.0
Female,Single,Denver,No,Seniors,1,0,2177.75
Undisclosed,Single,Denver,No,Adults,1,0,2253.25
Male,Married,Seattle,Yes,Adults,0,1,2350.75
Undisclosed,Single,New York City,No,Seniors,1,1,1916.25
Female,Married,Seattle,Yes,Middle-Aged Adults,2,0,2672.5
Female,Single,Boston,No,Middle-Aged Adults,1,0,2108.5
Female,Divorced/Seperated,San Mateo,Yes,Middle-Aged Adults,2,1,1463.0
Undisclosed,Married,New York City,Yes,Middle-Aged Adults,2,1,2056.5
Male,Married,Seattle,Yes,Adults,0,0,2771.0
Male,Married,New York City,Yes,Seniors,0,0,1374.5
Female,Single,Boston,No,Adults,1,0,1896.5
Female,Single,Boston,No,Adults,1,0,1737.5
Female,Single,Boston,No,Seniors,1,0,2123.75
Male,Married,Seattle,Yes,Middle-Aged Adults,0,1,2490.75
Female,Single,Denver,No,Seniors,1,0,2952.5
Female,Married,New York City,Yes,Adults,0,1,2872.0
Female,Married,New York City,Yes,Adults,0,0,2750.0
Male,Single,Boston,No,Adults,1,1,2112.0
Female,Married,Seattle,Yes,Middle-Aged Adults,2,0,2166.0
Female,Married,Boston,Yes,Middle-Aged Adults,2,0,2424.75
Female,Undisclosed,San Mateo,Undisclosed,Seniors,2,1,1807.75
Female,Married,Denver,Yes,Seniors,0,0,2351.25
Undisclosed,Single,San Mateo,No,Adults,1,0,1124.75
Female,Single,Boston,No,Seniors,1,1,1939.25
Male,Married,Seattle,No,Adults,0,0,2831.75
Male,Single,New York City,No,Middle-Aged Adults,3,1,2991.75
Male,Married,New York City,Yes,Adults,0,1,1575.5
Undisclosed,Single,New York City,No,Middle-Aged Adults,1,1,1942.75
Female,Married,San Mateo,No,Seniors,2,1,1526.0
Female,Single,San Mateo,No,Adults,1,0,1767.5
Male,Single,Denver,No,Middle-Aged Adults,3,0,2107.5
Female,Single,New York City,No,Seniors,1,0,2182.25
Female,Single,San Mateo,No,Adults,1,0,1230.25
Undisclosed,Single,Denver,No,Adults,1,0,1902.75
Female,Married,Boston,No,Adults,1,0,1899.75
Male,Undisclosed,San Mateo,Undisclosed,Seniors,0,1,917.5
Female,Married,San Mateo,Yes,Seniors,2,1,1591.75
Male,Single,Denver,No,Middle-Aged Adults,3,0,2545.75
Male,Married,San Mateo,No,Middle-Aged Adults,2,0,1234.5
Male,Married,Denver,Yes,Seniors,0,0,2909.25
Male,Single,Seattle,No,Adults,3,1,2164.0
Female,Single,San Mateo,Yes,Adults,1,0,1460.0
Female,Single,Denver,No,Seniors,1,0,2317.5
Female,Single,Denver,Yes,Middle-Aged Adults,2,0,1512.5
Male,Married,San Mateo,No,Seniors,0,0,969.5
Female,Married,New York City,No,Seniors,1,0,2499.75
Male,Single,Boston,No,Adults,1,0,1754.0
Undisclosed,Single,San Mateo,No,Middle-Aged Adults,3,0,1479.75
Female,Married,New York City,No,Middle-Aged Adults,1,1,2647.5
Male,Married,Denver,Yes,Middle-Aged Adults,0,1,2016.75
Male,Single,San Mateo,No,Adults,1,1,1484.25
Female,Single,Seattle,No,Adults,1,0,2659.25
Female,Married,San Mateo,Yes,Adults,2,0,1349.5
Female,Single,Denver,No,Adults,1,1,2240.75
Female,Married,Seattle,Yes,Adults,0,0,2504.75
Male,Single,San Mateo,No,Middle-Aged Adults,3,1,1584.0
Male,Married,Boston,Yes,Middle-Aged Adults,0,0,2154.75
Male,Married,San Mateo,Yes,Adults,0,0,1935.0
Male,Married,San Mateo,Yes,Adults,0,1,1490.0
Female,Married,San Mateo,No,Middle-Aged Adults,2,0,961.0
Male,Divorced/Seperated,Boston,No,Middle-Aged Adults,3,1,1474.25
Undisclosed,Married,Seattle,Yes,Adults,0,0,2694.75
Female,Married,New York City,Yes,Seniors,2,0,2725.0
Male,Married,Seattle,No,Seniors,3,0,1664.5
Male,Undisclosed,New York City,Undisclosed,Adults,0,0,2045.5
Male,Married,San Mateo,Yes,Adults,0,0,1278.75
Male,Single,Seattle,No,Adults,3,0,2169.25
Male,Married,Boston,Yes,Middle-Aged Adults,0,0,2127.75
Male,Married,Seattle,Yes,Adults,0,0,2926.75
Female,Single,Boston,No,Adults,1,1,2083.75
Undisclosed,Married,Boston,Yes,Seniors,0,0,1821.25
Male,Single,Seattle,No,Adults,3,0,2116.5
Female,Single,San Mateo,No,Adults,1,1,1424.5
Male,Married,Denver,No,Seniors,0,0,2702.75
Female,Married,San Mateo,No,Adults,1,1,1413.5
Female,Single,Denver,No,Adults,1,0,1982.25
Female,Undisclosed,Denver,Undisclosed,Middle-Aged Adults,2,0,3005.0
Female,Married,San Mateo,Yes,Adults,2,1,1364.75
Male,Married,Denver,No,Seniors,0,0,2557.25
Female,Married,Denver,Yes,Middle-Aged Adults,2,0,2280.5
Male,Married,Seattle,Yes,Middle-Aged Adults,0,0,2505.25
Female,Undisclosed,Denver,Undisclosed,Adults,0,0,2133.0
Undisclosed,Married,New York City,Yes,Seniors,0,0,2039.5
Female,Divorced/Seperated,Denver,Yes,Adults,0,0,2405.5
Male,Single,Boston,No,Adults,1,0,1560.5
Undisclosed,Single,Denver,No,Middle-Aged Adults,3,1,2165.0
Female,Married,New York City,Yes,Adults,0,0,2474.5
Male,Single,Seattle,No,Middle-Aged Adults,3,1,2267.75
Male,Married,San Mateo,Yes,Adults,0,0,1373.5
Female,Married,Denver,No,Seniors,0,0,2972.75
Female,Married,Seattle,No,Adults,1,0,2038.0
Female,Undisclosed,Seattle,Undisclosed,Seniors,1,0,2482.0
Male,Married,Seattle,Yes,Middle-Aged Adults,0,0,1583.0
Male,Single,Denver,No,Middle-Aged Adults,3,0,2358.25
Male,Married,New York City,Yes,Seniors,0,0,2128.75
Male,Married,Boston,Yes,Middle-Aged Adults,0,1,2121.25
Male,Married,Denver,No,Adults,0,0,2845.0
Male,Married,Boston,Yes,Seniors,0,1,1637.0
Male,Single,Denver,No,Adults,0,1,2020.0
Male,Single,Boston,No,Middle-Aged Adults,3,1,2507.25
Female,Undisclosed,Denver,Undisclosed,Middle-Aged Adults,2,0,2185.75
Male,Single,Denver,No,Adults,0,0,3540.75
Male,Single,Seattle,No,Adults,3,0,2021.5
Undisclosed,Divorced/Seperated,Denver,Yes,Middle-Aged Adults,0,0,2836.0
Female,Married,New York City,Yes,Middle-Aged Adults,2,0,1951.0
Female,Married,San Mateo,Yes,Seniors,2,0,1383.5
Female,Single,San Mateo,No,Adults,1,1,1210.25
Female,Single,Denver,No,Adults,1,0,2631.0
Female,Single,Boston,No,Adults,1,0,2391.75
Female,Divorced/Seperated,New York City,Yes,Adults,1,1,2605.0
Male,Married,San Mateo,Yes,Middle-Aged Adults,2,0,1694.75
Female,Single,Denver,No,Middle-Aged Adults,1,1,3008.75
Male,Married,San Mateo,Yes,Middle-Aged Adults,2,1,1251.5
Male,Divorced/Seperated,San Mateo,Yes,Seniors,0,1,1332.5
Male,Married,Boston,Yes,Adults,0,1,2280.5
Male,Divorced/Seperated,Seattle,Yes,Seniors,0,0,2142.0
Male,Single,Seattle,No,Seniors,3,0,2684.0
Male,Divorced/Seperated,San Mateo,Yes,Adults,0,0,1401.0
Undisclosed,Married,Denver,Yes,Seniors,0,0,2097.0
Female,Single,Denver,No,Middle-Aged Adults,1,1,2113.5
Male,Married,New York City,Yes,Seniors,0,1,1937.25
Male,Married,San Mateo,Yes,Seniors,0,0,1164.0
Female,Married,Denver,Yes,Adults,0,0,2480.0
Male,Single,New York City,No,Seniors,1,0,2097.0
Female,Divorced/Seperated,Boston,Yes,Middle-Aged Adults,2,1,2157.5
Female,Married,New York City,Yes,Middle-Aged Adults,2,0,2273.5
Male,Single,Seattle,No,Adults,3,0,2248.25
Female,Married,New York City,Yes,Middle-Aged Adults,2,0,1805.5
Male,Single,Boston,No,Middle-Aged Adults,3,1,1929.75
Undisclosed,Single,Seattle,No,Adults,1,0,1752.0
Female,Married,San Mateo,Yes,Adults,2,0,1548.5
Male,Married,San Mateo,Yes,Adults,0,0,1570.0
Female,Married,Seattle,Yes,Seniors,2,0,2283.5
Male,Single,Boston,No,Adults,1,1,2018.75
Female,Single,New York City,Yes,Adults,1,0,2784.75
Female,Single,San Mateo,No,Adults,1,0,1433.75
Male,Married,Denver,Yes,Seniors,0,1,2333.25
Male,Married,New York City,Yes,Middle-Aged Adults,0,0,1957.25
Male,Single,New York City,No,Middle-Aged Adults,3,1,2018.0
Female,Divorced/Seperated,Seattle,Yes,Adults,0,1,2976.75
Male,Single,Denver,No,Adults,0,0,2093.5
Male,Single,Seattle,No,Adults,3,0,2211.0
Male,Married,Seattle,Yes,Seniors,0,0,2008.25
Female,Undisclosed,New York City,Undisclosed,Seniors,1,0,2308.0
Male,Married,Denver,Yes,Seniors,0,1,2372.5
Female,Married,New York City,Yes,Adults,0,0,2370.25
Undisclosed,Married,Seattle,Yes,Adults,0,1,2401.0
Female,Undisclosed,New York City,Undisclosed,Middle-Aged Adults,1,0,2442.75
Male,Undisclosed,New York City,Undisclosed,Middle-Aged Adults,3,0,2432.0
Female,Undisclosed,New York City,Undisclosed,Middle-Aged Adults,1,0,1801.0
Male,Single,Denver,Yes,Middle-Aged Adults,0,0,1958.0
Female,Married,Boston,Yes,Adults,0,0,1909.5
Undisclosed,Undisclosed,New York City,Undisclosed,Adults,1,0,2702.25
Female,Single,New York City,No,Adults,1,1,1972.5
Female,Married,Boston,Yes,Adults,0,1,1875.5
Undisclosed,Married,Seattle,Yes,Middle-Aged Adults,2,0,2002.5
Female,Undisclosed,New York City,Undisclosed,Middle-Aged Adults,1,0,2015.0
Male,Married,Denver,Yes,Middle-Aged Adults,0,0,2669.25
Male,Single,San Mateo,No,Middle-Aged Adults,3,1,1804.5
Male,Married,San Mateo,Yes,Adults,0,1,960.25
Female,Divorced/Seperated,Denver,Yes,Adults,0,0,2405.25
Male,Divorced/Seperated,Seattle,Yes,Middle-Aged Adults,3,1,2644.25
Female,Divorced/Seperated,Boston,Yes,Seniors,2,0,2437.5
Female,Divorced/Seperated,Seattle,Yes,Seniors,2,0,2434.5
Male,Divorced/Seperated,Boston,Yes,Seniors,0,0,2312.0
Male,Divorced/Seperated,Denver,Yes,Adults,0,1,1960.0
Male,Married,Seattle,Yes,Adults,0,1,2283.25
Female,Married,New York City,No,Seniors,1,0,2533.25
Female,Married,San Mateo,Yes,Middle-Aged Adults,2,0,1320.75
Female,Single,Seattle,No,Middle-Aged Adults,3,1,2209.5
Female,Married,New York City,Yes,Adults,0,1,2331.5
Male,Single,Boston,No,Middle-Aged Adults,3,0,1961.75
Male,Single,Boston,No,Adults,1,0,2456.25
Female,Single,Seattle,Yes,Middle-Aged Adults,2,0,2111.5
Female,Married,Boston,No,Seniors,1,0,1556.25
Female,Undisclosed,Seattle,Undisclosed,Adults,1,0,2499.75
Male,Married,New York City,Yes,Middle-Aged Adults,0,0,2261.5
Undisclosed,Married,New York City,Yes,Adults,0,0,2035.25
Male,Single,Seattle,No,Adults,3,0,1952.75
Undisclosed,Married,Boston,No,Adults,0,0,2325.75
Female,Single,Boston,No,Seniors,1,0,2707.5
Undisclosed,Single,San Mateo,No,Seniors,1,0,1242.0
Male,Married,Seattle,No,Seniors,3,0,2242.5
Undisclosed,Married,San Mateo,Yes,Middle-Aged Adults,2,0,886.0
Female,Undisclosed,New York City,Undisclosed,Seniors,1,0,2416.75
Male,Married,Boston,Yes,Seniors,0,1,2282.75
Female,Married,New York City,Yes,Adults,0,0,2836.5
Male,Divorced/Seperated,Denver,Yes,Adults,0,0,2357.5
Female,Undisclosed,Seattle,Undisclosed,Adults,1,0,2473.5
Female,Single,New York City,No,Adults,1,0,1796.5
Female,Single,Seattle,No,Middle-Aged Adults,3,0,2801.0
Male,Married,New York City,Yes,Seniors,0,1,2668.75
Undisclosed,Single,New York City,No,Seniors,1,1,2082.0
Male,Married,Denver,Yes,Adults,0,0,1806.5
Female,Married,Seattle,No,Adults,1,1,1859.75
Female,Married,New York City,Yes,Adults,0,0,2617.25
Male,Single,New York City,No,Adults,1,1,2290.0
Male,Married,Boston,Yes,Middle-Aged Adults,0,1,2397.75
Male,Single,Boston,No,Adults,1,0,2095.5
Male,Single,Seattle,No,Adults,3,0,2135.25
Female,Divorced/Seperated,Denver,Yes,Middle-Aged Adults,2,0,3067.75
Female,Married,Denver,Yes,Adults,0,0,2528.25
Female,Married,San Mateo,Yes,Middle-Aged Adults,2,1,1364.75
Male,Married,Seattle,Yes,Middle-Aged Adults,0,0,2284.75
Male,Married,Boston,No,Adults,0,0,2795.25
Female,Married,Boston,No,Adults,1,0,1996.75
Female,Divorced/Seperated,Denver,Yes,Seniors,0,0,2108.0
Female,Married,Boston,Yes,Seniors,2,0,2150.75
Male,Married,Seattle,Yes,Adults,0,1,1750.5
Female,Single,Denver,No,Adults,1,0,1983.25
Female,Married,Boston,Yes,Adults,0,0,1727.5
Male,Undisclosed,Seattle,Undisclosed,Adults,0,0,2002.0
